family,lawyer,EMPLOYER
wage,control,OBJECTIVE
corn,yield,AMOUNT-OF
porcelain,set,SUBSTANCE-MATERIAL-INGREDIENT
correction,officer,ORGANIZE&SUPERVISE&AUTHORITY
government,debt,OWNER-USER
telephone,equipment,PURPOSE
withdrawal,request,OBJECTIVE
expert,meeting,SUBJECT
fire,detection,OBJECTIVE
drug,smuggling,OBJECTIVE
goodwill,visit,OTHER
street,dealer,LOCATION
core,faithful,ADJ-LIKE_NOUN
clearing,system,PERFORM&ENGAGE_IN
production,center,PERFORM&ENGAGE_IN
typewriter,use,OBJECTIVE
loan,company,CREATE-PROVIDE-GENERATE-SELL
escrow,agent,ORGANIZE&SUPERVISE&AUTHORITY
pot,song,TOPIC
fertility,clinic,CREATE-PROVIDE-GENERATE-SELL
supply,house,CREATE-PROVIDE-GENERATE-SELL
lake,water,LOCATION
missile,defense,MITIGATE&OPPOSE
mortgage,operation,CREATE-PROVIDE-GENERATE-SELL
wind,farm,LEXICALIZED
smallpox,virus,CREATE-PROVIDE-GENERATE-SELL
day,countdown,MEASURE
timing,device,PERFORM&ENGAGE_IN
government,help,SUBJECT
health,provider,OBJECTIVE
soundtrack,album,TOPIC
well,problem,LOCATION
afternoon,buying,TIME-OF1
room,service,LOCATION
aluminum,price,RELATIONAL-NOUN-COMPLEMENT
plastic,spider,SUBSTANCE-MATERIAL-INGREDIENT
density,lipid,MEASURE
tourist,boat,PURPOSE
border,agent,LOCATION
lemon,soda,PARTIAL_ATTRIBUTE_TRANSFER
killer,injection,PARTIAL_ATTRIBUTE_TRANSFER
food,company,CREATE-PROVIDE-GENERATE-SELL
trade,imbalance,RELATIONAL-NOUN-COMPLEMENT
equipment,producer,OBJECTIVE
corn,kernel,WHOLE+PART_OR_MEMBER_OF
fitness,center,CREATE-PROVIDE-GENERATE-SELL
silicon,wafer,SUBSTANCE-MATERIAL-INGREDIENT
week,trip,MEASURE
approval,process,EQUATIVE
client,company,EQUATIVE
velvet,ribbon,SUBSTANCE-MATERIAL-INGREDIENT
city,resident,LOCATION
ground,force,LOCATION
word,fanatic,TOPIC_OF_COGNITION&EMOTION
food,concern,TOPIC_OF_COGNITION&EMOTION
administration,ineptitude,RELATIONAL-NOUN-COMPLEMENT
state,fund,OWNER-USER
family,spokesman,EMPLOYER
magazine,cover,WHOLE+PART_OR_MEMBER_OF
rape,trial,JUSTIFICATION
trade,negotiation,OBJECTIVE
weekend,furlough,TIME-OF1
troop,movement,SUBJECT
energy,security,RELATIONAL-NOUN-COMPLEMENT
tobacco,shop,CREATE-PROVIDE-GENERATE-SELL
police,beating,SUBJECT
coffee,smuggling,OBJECTIVE
goods,company,CREATE-PROVIDE-GENERATE-SELL
treaty,negotiation,OBJECTIVE
deal,maker,OBJECTIVE
volunteer,group,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
reform,initiative,PERFORM&ENGAGE_IN
signing,bonus,JUSTIFICATION
import,policy,TOPIC
minority,community,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
sector,project,LOCATION
independence,process,EQUATIVE
voter,approval,SUBJECT
beef,market,PURPOSE
cruise,company,PERFORM&ENGAGE_IN
care,provision,TOPIC
government,fund,OWNER-USER
race,issue,TOPIC
animal,motif,TOPIC
asset,manager,OBJECTIVE
police,barrack,OWNER-USER
vacation,package,PERFORM&ENGAGE_IN
beach,boy,LOCATION
consumer,price,RELATIONAL-NOUN-COMPLEMENT
match,race,OTHER
hotel,official,EMPLOYER
airline,ticket,OBTAIN&ACCESS&SEEK
anger,outburst,CREATOR-PROVIDER-CAUSE_OF
core,operations,ADJ-LIKE_NOUN
carbon,copy,OTHER
ceiling,fan,LOCATION
service,station,PERFORM&ENGAGE_IN
clothing,retailer,OBJECTIVE
industry,people,EMPLOYER
animal,doctor,USER_RECIPIENT
development,model,RELATIONAL-NOUN-COMPLEMENT
manufacturing,growth,OBJECTIVE
tennis,shoe,PERFORM&ENGAGE_IN
train,set,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
slave,auction,OBJECTIVE
mile,line,MEASURE
handling,charge,EQUATIVE
faction,leader,OBJECTIVE
auto,assembly,OBJECTIVE
population,problem,OTHER
campaign,coffer,OWNER-USER
point,rise,MEASURE
business,center,PERFORM&ENGAGE_IN
paper,plate,SUBSTANCE-MATERIAL-INGREDIENT
combat,capability,PERFORM&ENGAGE_IN
science,graduate,OTHER
chief,correspondent,ADJ-LIKE_NOUN
volunteer,organization,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
military,delegation,EMPLOYER
helmet,camera,LOCATION
return,flight,PERFORM&ENGAGE_IN
population,age,RELATIONAL-NOUN-COMPLEMENT
rifle,fire,CREATOR-PROVIDER-CAUSE_OF
comedy,show,EQUATIVE
unemployment,insurance,MITIGATE&OPPOSE
export,exhibition,OBJECTIVE
grain,supply,SUBSTANCE-MATERIAL-INGREDIENT
cash,purchase,MEANS
mill,worker,LOCATION
hair,style,RELATIONAL-NOUN-COMPLEMENT
product,concern,TOPIC_OF_COGNITION&EMOTION
school,policy,OTHER
island,newspaper,LOCATION
drug,distributor,OBJECTIVE
retail,complex,PERFORM&ENGAGE_IN
hit,show,EQUATIVE
night,movie,TIME-OF1
production,problem,OTHER
defense,consultant,TOPIC
draft,legislation,EQUATIVE
retirement,scheme,PERFORM&ENGAGE_IN
chief,coach,ADJ-LIKE_NOUN
investment,style,RELATIONAL-NOUN-COMPLEMENT
one-third,stake,MEASURE
reconciliation,process,EQUATIVE
water,shellfish,LOCATION
account,manager,OBJECTIVE
expatriate,community,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
homeowner,association,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
flight,time,TIME-OF2
management,department,PERFORM&ENGAGE_IN
gambling,machine,PERFORM&ENGAGE_IN
technology,center,CREATE-PROVIDE-GENERATE-SELL
day,strike,MEASURE
dog,team,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
smear,campaign,PERFORM&ENGAGE_IN
soccer,authority,ORGANIZE&SUPERVISE&AUTHORITY
gift,basket,CONTAIN
basketball,coach,OBJECTIVE
home,state,EQUATIVE
gelatin,capsule,SUBSTANCE-MATERIAL-INGREDIENT
parliament,deputy,WHOLE+PART_OR_MEMBER_OF
courthouse,step,LOCATION
quarter,century,TIME-OF1
semiconductor,operation,CREATE-PROVIDE-GENERATE-SELL
rescue,program,PERFORM&ENGAGE_IN
cartoon,character,EQUATIVE
student,activist,EQUATIVE
sales,pitch,OTHER
wood,sculptor,OBJECTIVE
sugar,producer,OBJECTIVE
store,information,TOPIC
granite,wall,SUBSTANCE-MATERIAL-INGREDIENT
aid,official,ORGANIZE&SUPERVISE&AUTHORITY
police,response,SUBJECT
retail,stock,RELATIONAL-NOUN-COMPLEMENT
basketball,history,RELATIONAL-NOUN-COMPLEMENT
securities,company,CREATE-PROVIDE-GENERATE-SELL
advance,information,TIME-OF1
saving,rate,RELATIONAL-NOUN-COMPLEMENT
oil,supply,SUBSTANCE-MATERIAL-INGREDIENT
shoe,factory,CREATE-PROVIDE-GENERATE-SELL
company,group,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
opposition,candidate,WHOLE+PART_OR_MEMBER_OF
missile,division,CREATE-PROVIDE-GENERATE-SELL
survey,result,CREATOR-PROVIDER-CAUSE_OF
export,license,PERFORM&ENGAGE_IN
ocean,view,OBJECTIVE
Barack,Obama,PERSONAL_NAME
lab,test,LOCATION
car,producer,OBJECTIVE
town,meeting,SUBJECT
exercise,regimen,RELATIONAL-NOUN-COMPLEMENT
shopping,village,PERFORM&ENGAGE_IN
soybean,planting,OBJECTIVE
foot,hole,MEASURE
travel,time,TIME-OF2
media,hype,SUBJECT
finance,professor,TOPIC
skid,mark,CREATOR-PROVIDER-CAUSE_OF
city,staff,EMPLOYER
afternoon,meeting,TIME-OF1
relief,material,PERFORM&ENGAGE_IN
athletics,director,OBJECTIVE
telecommunication,network,PERFORM&ENGAGE_IN
fishing,ground,PERFORM&ENGAGE_IN
General,Lee,PERSONAL_NAME
skin,lesion,LOCATION
plastic,pencil,SUBSTANCE-MATERIAL-INGREDIENT
sniper,attack,SUBJECT
spending,pattern,RELATIONAL-NOUN-COMPLEMENT
upset,victory,EQUATIVE
housing,problem,OTHER
school,cafeteria,LOCATION
paper,form,EQUATIVE
cable,executive,RELATIONAL-NOUN-COMPLEMENT
hospital,official,EMPLOYER
career,criminal,TIME-OF1
press,account,SUBJECT
safety,inspection,OBJECTIVE
achievement,gap,OTHER
settlement,amount,AMOUNT-OF
core,violence,ADJ-LIKE_NOUN
employer,group,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
alternate,member,EQUATIVE
combat,formation,PERFORM&ENGAGE_IN
flu,virus,CREATE-PROVIDE-GENERATE-SELL
government,work,EMPLOYER
overhaul,legislation,PERFORM&ENGAGE_IN
food,unit,CREATE-PROVIDE-GENERATE-SELL
packaging,division,PERFORM&ENGAGE_IN
jewelry,business,CREATE-PROVIDE-GENERATE-SELL
Mr.,Smith,PERSONAL_NAME
butterfly,hat,PARTIAL_ATTRIBUTE_TRANSFER
coin,exchange,OBJECTIVE
murder,plot,PERFORM&ENGAGE_IN
ownership,rights,OTHER
litter,box,CONTAIN
tourism,boycott,OBJECTIVE
financing,plan,OBJECTIVE
organ,donor,OBJECTIVE
tourism,market,PURPOSE
price,data,TOPIC
border,issue,TOPIC
multihomer,game,OTHER
shipping,firm,PERFORM&ENGAGE_IN
key,area,ADJ-LIKE_NOUN
weight,problem,OTHER
puppet,army,PARTIAL_ATTRIBUTE_TRANSFER
telephone,utility,CREATE-PROVIDE-GENERATE-SELL
shade,tree,CREATE-PROVIDE-GENERATE-SELL
journalism,professor,TOPIC
market,sentiment,TOPIC_OF_COGNITION&EMOTION
radar,gun,MEANS
minute,game,MEASURE
computer,firm,CREATE-PROVIDE-GENERATE-SELL
dollar,coin,MEASURE
tobacco,field,CREATE-PROVIDE-GENERATE-SELL
ski,trip,PERFORM&ENGAGE_IN
surprise,winner,EQUATIVE
hotel,bar,LOCATION
exhaust,fume,EQUATIVE
processing,factory,PERFORM&ENGAGE_IN
enterprise,manager,OBJECTIVE
disaster,plan,MITIGATE&OPPOSE
energy,price,RELATIONAL-NOUN-COMPLEMENT
job,report,TOPIC
deputy,chairman,EQUATIVE
day,pass,MEASURE
year,player,MEASURE
dial tone,delay,OTHER
arms,injury,LOCATION
campaign,limit,OBJECTIVE
knee,sprain,LOCATION
airline,delay,OBJECTIVE
relief,program,CREATE-PROVIDE-GENERATE-SELL
train,ride,OBJECTIVE
campaign,director,OBJECTIVE
travel,restriction,OBJECTIVE
dish,owner,OBJECTIVE
mass,execution,ADJ-LIKE_NOUN
rig,count,AMOUNT-OF
crescent,wrench,PARTIAL_ATTRIBUTE_TRANSFER
advertising,executive,RELATIONAL-NOUN-COMPLEMENT
photocopier,repairman,OBJECTIVE
finance,charge,EQUATIVE
police,helicopter,OWNER-USER
favorability,rating,OBJECTIVE
pension,industry,PERFORM&ENGAGE_IN
shrapnel,wound,CREATOR-PROVIDER-CAUSE_OF
force,reduction,OBJECTIVE
proximity,talk,TOPIC
dump,site,PERFORM&ENGAGE_IN
construction,cost,RELATIONAL-NOUN-COMPLEMENT
supply,shortage,RELATIONAL-NOUN-COMPLEMENT
wing,sensibility,RELATIONAL-NOUN-COMPLEMENT
party,member,WHOLE+PART_OR_MEMBER_OF
job,loss,OBJECTIVE
royalist,party,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
dam,area,CONTAIN
core,birder,ADJ-LIKE_NOUN
ton,satellite,MEASURE
voice,traffic,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
publishing,industry,PERFORM&ENGAGE_IN
real estate,activity,PURPOSE
soft drink,volume,AMOUNT-OF
currency,analyst,OBJECTIVE
series,game,TIME-OF1
sugar,company,CREATE-PROVIDE-GENERATE-SELL
opinion,survey,OBJECTIVE
action,committee,PERFORM&ENGAGE_IN
receiver,coach,OBJECTIVE
steel,stock,RELATIONAL-NOUN-COMPLEMENT
patent,infringement,OBJECTIVE
television,market,PURPOSE
yard,sale,LOCATION
government,information,OWNER-USER
work,load,AMOUNT-OF
year,tenure,MEASURE
liaison,group,EQUATIVE
jewel,box,CONTAIN
government,bank,EMPLOYER
pasta,sauce,CREATE-PROVIDE-GENERATE-SELL
weapon,poisoning,OBJECTIVE
chemistry,prize,JUSTIFICATION
stock-market,data,TOPIC
core,construction,ADJ-LIKE_NOUN
rights,group,OTHER
meters,high,MEASURE
transformation,process,EQUATIVE
equity,income,CREATOR-PROVIDER-CAUSE_OF
glass,manufacturer,OBJECTIVE
transfer,tax,OBJECTIVE
facsimile,machine,CREATE-PROVIDE-GENERATE-SELL
music,festival,RELATIONAL-NOUN-COMPLEMENT
cataract,patient,OTHER
resource,index,OBJECTIVE
wine,region,CREATE-PROVIDE-GENERATE-SELL
army,checkpoint,OWNER-USER
funding,crisis,OTHER
troop,deployment,OBJECTIVE
point,guard,MITIGATE&OPPOSE
software,industry,CREATE-PROVIDE-GENERATE-SELL
afternoon,fixing,TIME-OF1
safety,issue,TOPIC
income,redistribution,OBJECTIVE
weapon,inspector,OBJECTIVE
debt,stock,RELATIONAL-NOUN-COMPLEMENT
day,siege,MEASURE
work,project,PERFORM&ENGAGE_IN
scholarship,money,CREATOR-PROVIDER-CAUSE_OF
core,spectator,ADJ-LIKE_NOUN
equity,share,RELATIONAL-NOUN-COMPLEMENT
extremist,group,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
helicopter,flight,MEANS
fund,shortage,RELATIONAL-NOUN-COMPLEMENT
manufacturing,group,PERFORM&ENGAGE_IN
coaching,career,PERFORM&ENGAGE_IN
state,dinner,OTHER
resource,center,PERFORM&ENGAGE_IN
wrecking,ball,PERFORM&ENGAGE_IN
cockpit,recorder,LOCATION
search,firm,PERFORM&ENGAGE_IN
history,book,TOPIC
dollar,weakness,RELATIONAL-NOUN-COMPLEMENT
election,law,TOPIC
art,thief,OBJECTIVE
adjustment,period,TIME-OF2
practice,test,PERFORM&ENGAGE_IN
telephone,network,CREATE-PROVIDE-GENERATE-SELL
holiday,traveler,TIME-OF1
redemption,date,TIME-OF2
home,appliance,LOCATION
miracle,cure,EQUATIVE
water,guzzler,OBJECTIVE
defense,structure,PERFORM&ENGAGE_IN
management,authority,ORGANIZE&SUPERVISE&AUTHORITY
dollar,rally,OBJECTIVE
rollover,crash,OTHER
swap,agreement,TOPIC
company,attorney,EMPLOYER
street,battle,LOCATION
state,provision,SUBJECT
marketing,strategy,PERFORM&ENGAGE_IN
war,backlash,MITIGATE&OPPOSE
phone,system,PURPOSE
investment,community,PERFORM&ENGAGE_IN
century,music,TIME-OF1
banking,secrecy,RELATIONAL-NOUN-COMPLEMENT
corn,contract,TOPIC
tourist,revenue,CREATOR-PROVIDER-CAUSE_OF
Tim,Finn,PERSONAL_NAME
hurricane,victim,RELATIONAL-NOUN-COMPLEMENT
employee,privacy,RELATIONAL-NOUN-COMPLEMENT
rule,book,TOPIC
minority,region,CONTAIN
bean,counter,LEXICALIZED
pay,boost,OBJECTIVE
kilometers,southwest,MEASURE
food,journalist,TOPIC
state,data,OWNER-USER
diesel,generator,MEANS
railroad,tie,WHOLE+PART_OR_MEMBER_OF
fountain,pen,LEXICALIZED
communication,gear,PERFORM&ENGAGE_IN
mystery,novel,OTHER
dialysis,patient,RELATIONAL-NOUN-COMPLEMENT
authority,figure,MEASURE
film,room,CONTAIN
portfolio,insurance,OBJECTIVE
tonne,lot,MEASURE
after-hours,trading,TIME-OF1
